Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound InChIKey,Compound Broad Identifier,Control Type,Quality Control,Channels,Percentage Inhibition (DPC),Hit Compound (over 75% activity),Phenotype Annotation Level,Number of Cells (DPC)
20200313_CoV-2_P54,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Entacapone,CCN(CC)C(=O)C(\C#N)=C\c1cc(O)c(O)c(c1)[N+]([O-])=O,"(E)-2-cyano-3-(3,4-dihydroxy-5-nitro-phenyl)-N,N-diethyl-prop-2-enamide",5281081,https://pubchem.ncbi.nlm.nih.gov/compound/5281081,https://www.ebi.ac.uk/unichem/rest/inchikey/JRURYQJSLYLRLN-BJMVGYQFSA-N,JRURYQJSLYLRLN-BJMVGYQFSA-N,"BRD-K83636919-001-07-9,BRD-K83636919-001-04-8,BRD-K83636919-001-05-5,BRD-K83636919-001-03-0",,pass,cell body,"-7,14",no,well level,5066
20200313_CoV-2_P54,E11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Prucalopride,COCCCN1CCC(CC1)NC(=O)c1cc(Cl)c(N)c2CCOc12,"4-amino-5-chloro-N-[1-(3-methoxypropyl)-4-piperidinyl]-2,3-dihydro-1-benzofuran-7-carboxamide",3052762,https://pubchem.ncbi.nlm.nih.gov/compound/3052762,https://www.ebi.ac.uk/unichem/rest/inchikey/ZPMNHBXQOOVQJL-UHFFFAOYSA-N,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,"BRD-K33681278-001-03-9,BRD-K33681278-036-01-2,BRD-K33681278-001-02-4",,pass,cell body,"-5,75",no,well level,5354
20200313_CoV-2_P54,E12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"99,22",control,well level,27015
20200313_CoV-2_P54,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,PND-1186,O=C(NC)C1=CC=CC=C1NC2=CC(NC3=CC=C(N4CCOCC4)C=C3OC)=NC=C2C(F)(F)F,2-[[2-(2-methoxy-4-morpholino-anilino)-5-(trifluoromethyl)-4-pyridyl]amino]-N-methyl-benzamide,25073775,https://pubchem.ncbi.nlm.nih.gov/compound/25073775,https://www.ebi.ac.uk/unichem/rest/inchikey/IGUBBWJDMLCRIK-UHFFFAOYSA-N,IGUBBWJDMLCRIK-UHFFFAOYSA-N,"BRD-K09877029-001-01-2,BRD-K09877029-001-02-9",,pass,cell body,"0,52",no,well level,6648
20200313_CoV-2_P54,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,PERINDOPRILAT,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(O)=O,"(2S,3aS,7aS)-1-[(2S)-2-[[(1S)-1-carboxybutyl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid",72022,https://pubchem.ncbi.nlm.nih.gov/compound/72022,https://www.ebi.ac.uk/unichem/rest/inchikey/ODAIHABQVKJNIY-PEDHHIEDSA-N,ODAIHABQVKJNIY-PEDHHIEDSA-N,BRD-K00768353-001-01-8,,pass,cell body,"8,14",no,well level,8220
20200313_CoV-2_P54,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,3'-fluorobenzylspiperone,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1cccc(F)c1)C2=O)c1ccccc1,"3-[(3-fluorophenyl)methyl]-8-[4-(4-fluorophenyl)-4-oxo-butyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one",3248000,https://pubchem.ncbi.nlm.nih.gov/compound/3248000,https://www.ebi.ac.uk/unichem/rest/inchikey/DXZKTRNEOISOCA-UHFFFAOYSA-N,DXZKTRNEOISOCA-UHFFFAOYSA-N,"BRD-K45662124-050-02-3,BRD-K45662124-050-03-9,BRD-K45662124-050-01-5",,pass,cell body,"102,38",yes,well level,27667
20200313_CoV-2_P54,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Encorafenib (LGX818),COC(=O)NC(C)CNc1nccc(n1)-c1cn(nc1-c1cc(Cl)cc(NS(C)(=O)=O)c1F)C(C)C,methyl (1S)-2-{[4-(3-{5-chloro-2-fluoro-3-[(methylsulfonyl)amino]phenyl}-1-isopropyl-1H-pyrazol-4-yl)-2-pyrimidinyl]amino}-1-methylethylcarbamate,70311789,https://pubchem.ncbi.nlm.nih.gov/compound/70311789,https://www.ebi.ac.uk/unichem/rest/inchikey/CMJCXYNUCSMDBY-UHFFFAOYSA-N,CMJCXYNUCSMDBY-UHFFFAOYSA-N,,,pass,cell body,"1,46",no,well level,6842
20200313_CoV-2_P54,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Macitentan,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,N-(5-(4-bromophenyl)-6-{2-[(5-bromo-2-pyrimidinyl)oxy]ethoxy}-4-pyrimidinyl)-N'-propylsulfamide,16004692,https://pubchem.ncbi.nlm.nih.gov/compound/16004692,https://www.ebi.ac.uk/unichem/rest/inchikey/JGCMEBMXRHSZKX-UHFFFAOYSA-N,JGCMEBMXRHSZKX-UHFFFAOYSA-N,"BRD-K48812570-001-02-3,BRD-K48812570-001-04-9,BRD-K48812570-001-03-1",,pass,cell body,"-1,71",no,well level,6187
20200313_CoV-2_P54,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,AZD3514,CC(=O)N1CCN(CCOc2ccc(cc2)C2CCN(CC2)C2=Nn3c(CC2)nnc3C(F)(F)F)CC1,"6-(4-{4-[2-(4-acetyl-1-piperazinyl)ethoxy]phenyl}-1-piperidinyl)-3-(trifluoromethyl)-7,8-dihydro[1,2,4]triazolo[4,3-b]pyridazine",46893585,https://pubchem.ncbi.nlm.nih.gov/compound/46893585,https://www.ebi.ac.uk/unichem/rest/inchikey/JMEYDSHPKCSIJC-UHFFFAOYSA-N,JMEYDSHPKCSIJC-UHFFFAOYSA-N,"BRD-K84996356-001-01-1,BRD-K84996356-001-03-9",,pass,cell body,"96,84",yes,well level,26523
20200313_CoV-2_P54,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,10058-F4,CCc1ccc(cc1)\C=C1\SC(=S)NC1=O,"(5E)-5-(4-ethylbenzylidene)-2-thioxo-1,3-thiazolidin-4-one",1271002,https://pubchem.ncbi.nlm.nih.gov/compound/1271002,https://www.ebi.ac.uk/unichem/rest/inchikey/SVXDHPADAXBMFB-JXMROGBWSA-N,SVXDHPADAXBMFB-JXMROGBWSA-N,"BRD-K49460120-001-06-6,BRD-K49460120-001-05-8,BRD-K49460120-001-02-5",,pass,cell body,"0,52",no,well level,6648
20200313_CoV-2_P54,F8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SR-3576,O=C(NC3=CC(OC)=C(OC)C(OC)=C3)C1=CC=CC(N2C=C(NC(NC4=CC=CC(C)=C4)=O)C=N2)=C1,"3-[4-[[[(3-Methylphenyl)amino]carbonyl]amino]-1H-pyrazol-1-yl]-N-(3,4,5-trimethoxyphenyl)benzamide",70702008,https://pubchem.ncbi.nlm.nih.gov/compound/70702008,https://www.ebi.ac.uk/unichem/rest/inchikey/MTFAYLZZDJGFGV-UHFFFAOYSA-N,MTFAYLZZDJGFGV-UHFFFAOYSA-N,"BRD-K50378376-001-02-9,BRD-K50378376-001-01-8",,pass,cell body,"-5,79",no,well level,5345
20200313_CoV-2_P54,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,AZD6738,C[C@@H]1COCCN1c1cc(nc(n1)-c1ccnc2[nH]ccc12)C1(CC1)S(C)(=N)=O,"4-{4-[(3R)-3-methylmorpholinyl]-6-[1-(methylsulfonimidoyl)cyclopropyl]-2-pyrimidinyl}-1H-pyrrolo[2,3-b]pyridine",54761305,https://pubchem.ncbi.nlm.nih.gov/compound/54761305,https://www.ebi.ac.uk/unichem/rest/inchikey/OHUHVTCQTUDPIJ-MUWSIPGASA-N,OHUHVTCQTUDPIJ-MUWSIPGASA-N,BRD-A36013532-001-01-3,,pass,cell body,"-4,46",no,well level,5619
20200313_CoV-2_P54,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Clevudine (Levovir),Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2F)c(=O)[nH]c1=O,"1-[(2S,3R,4S,5S)-3-fluoro-4-hydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]-5-methyl-2,4(1H,3H)-pyrimidinedione",5270576,https://pubchem.ncbi.nlm.nih.gov/compound/5270576,https://www.ebi.ac.uk/unichem/rest/inchikey/GBBJCSTXCAQSSJ-AZRUVXNYSA-N,GBBJCSTXCAQSSJ-AZRUVXNYSA-N,,,pass,cell body,"-1,57",no,well level,6216
20200313_CoV-2_P54,F11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Nitenpyram,CCN(Cc1ccc(Cl)nc1)C(\NC)=C\[N+]([O-])=O,"(E)-N1'-[(6-chloro-3-pyridyl)methyl]-N1'-ethyl-N1-methyl-2-nitro-ethene-1,1-diamine",3034287,https://pubchem.ncbi.nlm.nih.gov/compound/3034287,https://www.ebi.ac.uk/unichem/rest/inchikey/CFRPSFYHXJZSBI-DHZHZOJOSA-N,CFRPSFYHXJZSBI-DHZHZOJOSA-N,BRD-K47887731-001-01-4,,pass,cell body,-5,no,well level,5508
20200313_CoV-2_P54,F12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"99,4",control,well level,27051
20200313_CoV-2_P54,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,c-Kit-IN-1,O=C(C1(CC1)C(NC2=CC=CC=C2)=O)NC3=CC(F)=C(OC4=CC=NC(C5=CN(C)N=C5)=C4)C=C3F,"N1'-[2,5-difluoro-4-[[2-(1-methylpyrazol-4-yl)-4-pyridyl]oxy]phenyl]-N1-phenyl-cyclopropane-1,1-dicarboxamide",46208890,https://pubchem.ncbi.nlm.nih.gov/compound/46208890,https://www.ebi.ac.uk/unichem/rest/inchikey/WWOXKWLDMLMYQY-UHFFFAOYSA-N,WWOXKWLDMLMYQY-UHFFFAOYSA-N,BRD-K49246350-001-01-1,,pass,cell body,"-2,15",no,well level,6097
20200313_CoV-2_P54,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,VANITIOLIDE,COc1cc(ccc1O)C(=S)N1CCOCC1,(4-hydroxy-3-methoxy-phenyl)-morpholino-methanethione,72146,https://pubchem.ncbi.nlm.nih.gov/compound/72146,https://www.ebi.ac.uk/unichem/rest/inchikey/WQYRHRAZNNRDIA-UHFFFAOYSA-N,WQYRHRAZNNRDIA-UHFFFAOYSA-N,"BRD-K26502378-001-07-9,BRD-K26502378-001-08-9",,pass,cell body,"0,86",no,well level,6717
20200313_CoV-2_P54,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,2-CMDO,CN1CCN(CC1)C1=Cc2ccccc2Oc2ccc(Cl)cc12,1-(3-chlorobenzo[b][1]benzoxepin-5-yl)-4-methyl-piperazine,32224,https://pubchem.ncbi.nlm.nih.gov/compound/32224,https://www.ebi.ac.uk/unichem/rest/inchikey/OTKUTGIVEREJLL-UHFFFAOYSA-N,OTKUTGIVEREJLL-UHFFFAOYSA-N,"BRD-K92588747-051-03-9,BRD-K92588747-051-02-7",,pass,cell body,"1,09",no,well level,6765
20200313_CoV-2_P54,G4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,GSK256066,COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c2cccc(c2)C(=O)N(C)C)C(N)=O)c1,6-({3-[(dimethylamino)carbonyl]phenyl}sulfonyl)-4-(3-methoxyanilino)-8-methyl-3-quinolinecarboxamide,9827968,https://pubchem.ncbi.nlm.nih.gov/compound/9827968,https://www.ebi.ac.uk/unichem/rest/inchikey/JFHROPTYMMSOLG-UHFFFAOYSA-N,JFHROPTYMMSOLG-UHFFFAOYSA-N,"BRD-K37590257-001-03-9,BRD-K37590257-001-02-8",,pass,cell body,"1,45",no,well level,6839
20200313_CoV-2_P54,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SRT2104 (GSK2245840),Cc1nc(sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1)-c1cccnc1,"4-methyl-N-{2-[3-(4-morpholinylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl}-2-(3-pyridinyl)-1,3-thiazole-5-carboxamide",25108829,https://pubchem.ncbi.nlm.nih.gov/compound/25108829,https://www.ebi.ac.uk/unichem/rest/inchikey/LAMQVIQMVKWXOC-UHFFFAOYSA-N,LAMQVIQMVKWXOC-UHFFFAOYSA-N,"BRD-K48452630-001-01-8,BRD-K48452630-001-02-6",,pass,cell body,"-5,84",no,well level,5335
20200313_CoV-2_P54,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Ticagrelor,CCCSc1nc(N[C@@H]2C[C@@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@H](O)[C@H]3O)c2n1,"(1S,2S,3R,5S)-3-[7-{[(1R,2S)-2-(3,4-difluorophenyl)cyclopropyl]amino}-5-(propylsulfanyl)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]-5-(2-hydroxyethoxy)-1,2-cyclopentanediol",124226581,https://pubchem.ncbi.nlm.nih.gov/compound/124226581,https://www.ebi.ac.uk/unichem/rest/inchikey/OEKWJQXRCDYSHL-MGXMICMRSA-N,OEKWJQXRCDYSHL-MGXMICMRSA-N,,,pass,cell body,"-6,01",no,well level,5299
20200313_CoV-2_P54,G7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Epinastine HCl,NC1=NCC2N1c1ccccc1Cc1ccccc21,"9,13b-dihydro-1H-dibenzo[c,f]imidazo[1,5-a]azepin-3-ylamine",15629776,https://pubchem.ncbi.nlm.nih.gov/compound/15629776,https://www.ebi.ac.uk/unichem/rest/inchikey/WHWZLSFABNNENI-OAHLLOKOSA-N,WHWZLSFABNNENI-OAHLLOKOSA-N,"BRD-A98990573-003-01-3,BRD-A98990573-001-02-9",,pass,cell body,"-3,27",no,well level,5865
20200313_CoV-2_P54,G8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,piceatannol,OC1=CC(\C=C\C2=CC(O)=C(O)C=C2)=CC(O)=C1,"4-[(1E)-2-(3,5-Dihydroxyphenyl)ethenyl]-1,2-benzenediol",667639,https://pubchem.ncbi.nlm.nih.gov/compound/667639,https://www.ebi.ac.uk/unichem/rest/inchikey/CDRPUGZCRXZLFL-OWOJBTEDSA-N,CDRPUGZCRXZLFL-OWOJBTEDSA-N,"BRD-K91509126-001-26-9,BRD-K91509126-001-25-1,BRD-K91509126-001-23-6,BRD-K91509126-001-24-4",,pass,cell body,"-3,77",no,well level,5763
20200313_CoV-2_P54,G9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,I-BET151 (GSK1210151A),COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C,"7-(3,5-dimethyl-4-isoxazolyl)-8-methoxy-1-[(1R)-1-(2-pyridinyl)ethyl]-1,3-dihydro-2H-imidazo[4,5-c]quinolin-2-one",52912189,https://pubchem.ncbi.nlm.nih.gov/compound/52912189,https://www.ebi.ac.uk/unichem/rest/inchikey/VUVUVNZRUGEAHB-CYBMUJFWSA-N,VUVUVNZRUGEAHB-CYBMUJFWSA-N,"BRD-K36363294-300-01-4,BRD-K36363294-001-04-2",,pass,cell body,"56,04",no,well level,18104
20200313_CoV-2_P54,G10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Tyrphostin 9 (SF 6847),CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C,"2-(3,5-ditert-butyl-4-hydroxybenzylidene)malononitrile",5614,https://pubchem.ncbi.nlm.nih.gov/compound/5614,https://www.ebi.ac.uk/unichem/rest/inchikey/MZOPWQKISXCCTP-UHFFFAOYSA-N,MZOPWQKISXCCTP-UHFFFAOYSA-N,"BRD-K40255344-001-17-6,BRD-K40255344-001-13-5",,pass,cell body,"9,91",no,well level,8585
20200313_CoV-2_P54,G11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Domiphen Bromide,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,dodecyl-dimethyl-(2-phenoxyethyl)ammonium,3149,https://pubchem.ncbi.nlm.nih.gov/compound/3149,https://www.ebi.ac.uk/unichem/rest/inchikey/YXUPZGKORWTXID-UHFFFAOYSA-N,YXUPZGKORWTXID-UHFFFAOYSA-N,"BRD-K30431096-004-02-9,BRD-K30431096-004-01-3",,pass,cell body,"1,26",no,well level,6801
20200313_CoV-2_P54,G12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"100,08",control,well level,27191
20200313_CoV-2_P54,H1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,CP-640186 (hydrochloride),O=C([C@H]1CN(C2CCN(C(C3=C(C=CC=C4)C4=CC5=C3C=CC=C5)=O)CC2)CCC1)N6CCOCC6,9-anthryl-[4-[(3R)-3-(morpholine-4-carbonyl)-1-piperidyl]-1-piperidyl]methanone,449097,https://pubchem.ncbi.nlm.nih.gov/compound/449097,https://www.ebi.ac.uk/unichem/rest/inchikey/LDQKDRLEMKIYMC-XMMPIXPASA-N,LDQKDRLEMKIYMC-XMMPIXPASA-N,BRD-K26921335-003-01-2,,pass,cell body,"0,92",no,well level,6730
20200313_CoV-2_P54,H2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,DEFERIPRONE,Cc1c(O)c(=O)ccn1C,"3-hydroxy-1,2-dimethyl-pyridin-4-one",2972,https://pubchem.ncbi.nlm.nih.gov/compound/2972,https://www.ebi.ac.uk/unichem/rest/inchikey/TZXKOCQBRNJULO-UHFFFAOYSA-N,TZXKOCQBRNJULO-UHFFFAOYSA-N,"BRD-K06878038-001-20-9,BRD-K06878038-001-18-6,BRD-K06878038-001-17-8",,pass,cell body,"5,51",no,well level,7678
20200313_CoV-2_P54,H3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,A-922500,O=[C@]([C@@H]3CCC[C@H]3[C@@](O)=O)C(C=C2)=CC=C2C1=CC=C(NC(NC4=CC=CC=C4)=O)C=C1,"(1R,2R)-2-[[4'-[[Phenylamino)carbonyl]amino] [1,1'-biphenyl]-4-yl]carbonyl]cyclopentanecarboxylic acid",24768261,https://pubchem.ncbi.nlm.nih.gov/compound/24768261,https://www.ebi.ac.uk/unichem/rest/inchikey/BOZRFEQDOFSZBV-DHIUTWEWSA-N,BOZRFEQDOFSZBV-DHIUTWEWSA-N,"BRD-K81614372-001-02-1,BRD-K81614372-001-04-9,BRD-K81614372-001-03-9",,pass,cell body,"0,59",no,well level,6662
20200313_CoV-2_P54,H4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Clindamycin phosphate,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O,"(2R,3R,4S,5R,6R)-6-[(1S,2S)-2-chloro-1-({[(2S,4R)-1-methyl-4-propylpyrrolidinyl]carbonyl}amino)propyl]-4,5-dihydroxy-2-(methylsulfanyl)tetrahydro-2H-pyran-3-yl dihydrogen phosphate",129009941,https://pubchem.ncbi.nlm.nih.gov/compound/129009941,https://www.ebi.ac.uk/unichem/rest/inchikey/UFUVLHLTWXBHGZ-CMWKWAQQSA-N,UFUVLHLTWXBHGZ-CMWKWAQQSA-N,,,pass,cell body,"-3,03",no,well level,5915
20200313_CoV-2_P54,H5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,IOWH 032,Oc1c(Br)cc(cc1Br)-c1noc(n1)C(=O)NCc1ccc(Oc2ccccc2)cc1,"3-(3,5-dibromo-4-hydroxyphenyl)-N-(4-phenoxybenzyl)-1,2,4-oxadiazole-5-carboxamide",135565181,https://pubchem.ncbi.nlm.nih.gov/compound/135565181,https://www.ebi.ac.uk/unichem/rest/inchikey/DSFNLJXHXBIKDS-UHFFFAOYSA-N,DSFNLJXHXBIKDS-UHFFFAOYSA-N,"BRD-K84892605-001-02-9,BRD-K84892605-001-01-1",,pass,cell body,"1,31",no,well level,6810
20200313_CoV-2_P54,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Golvatinib (E7050) ,CN1CCN(CC1)C1CCN(CC1)C(=O)Nc1cc(Oc2ccc(NC(=O)C3(CC3)C(=O)Nc3ccc(F)cc3)c(F)c2)ccn1,"N~1~-(2-fluoro-4-{[2-({[4-(4-methyl-1-piperazinyl)-1-piperidinyl]carbonyl}amino)-4-pyridinyl]oxy}phenyl)-N~1~-(4-fluorophenyl)-1,1-cyclopropanedicarboxamide",16118392,https://pubchem.ncbi.nlm.nih.gov/compound/16118392,https://www.ebi.ac.uk/unichem/rest/inchikey/UQRCJCNVNUFYDX-UHFFFAOYSA-N,UQRCJCNVNUFYDX-UHFFFAOYSA-N,"BRD-K69001009-001-03-9,BRD-K69001009-001-02-8",,pass,cell body,"2,87",no,well level,7133
20200313_CoV-2_P54,H7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Vanillin ,COc1cc(C=O)ccc1O,4-hydroxy-3-methoxybenzaldehyde,1183,https://pubchem.ncbi.nlm.nih.gov/compound/1183,https://www.ebi.ac.uk/unichem/rest/inchikey/MWOOGOJBHIARFG-UHFFFAOYSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,"BRD-K24258499-001-08-9,BRD-K24258499-001-05-8",,pass,cell body,"4,49",no,well level,7466
20200313_CoV-2_P54,H8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SLV-319-(+/-),ClC(C=C4)=CC=C4C1=NN(/C(NS(C3=CC=C(Cl)C=C3)(=O)=O)=N\C)CC1C2=CC=CC=C2,"3-(4-Chlorophenyl)-N-[(4-Chlorophenyl)sulfonyl]-4,5-dihydro-N'-methyl-4-phenyl-1H-pyrazole-1-carboximidamide",11179267,https://pubchem.ncbi.nlm.nih.gov/compound/11179267,https://www.ebi.ac.uk/unichem/rest/inchikey/AXJQVVLKUYCICH-UHFFFAOYSA-N,AXJQVVLKUYCICH-UHFFFAOYSA-N,,,pass,cell body,"-2,05",no,well level,6118
20200313_CoV-2_P54,H9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Capmatinib (INCB28060),CNC(=O)c1ccc(cc1F)-c1cnc2ncc(Cc3ccc4ncccc4c3)n2n1,"2-fluoro-N-methyl-4-[7-(6-quinolinylmethyl)imidazo[1,2-b][1,2,4]triazin-2-yl]benzamide",25145656,https://pubchem.ncbi.nlm.nih.gov/compound/25145656,https://www.ebi.ac.uk/unichem/rest/inchikey/LIOLIMKSCNQPLV-UHFFFAOYSA-N,LIOLIMKSCNQPLV-UHFFFAOYSA-N,"BRD-K81016934-001-03-9,BRD-K81016934-001-02-0",,pass,cell body,"1,59",no,well level,6869
